timestamp,cpu,ram,disco,qtd_processos,mac
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-38-38,20.6,82.4,55.2,279,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-38-38,20.6,82.4,55.2,279,276246685787227
2025-10-24_09-39-01,9.0,82.2,55.2,281,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-38-38,20.6,82.4,55.2,279,276246685787227
2025-10-24_09-39-01,9.0,82.2,55.2,281,276246685787227
2025-10-24_09-39-24,8.6,82.0,55.2,280,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-38-38,20.6,82.4,55.2,279,276246685787227
2025-10-24_09-39-01,9.0,82.2,55.2,281,276246685787227
2025-10-24_09-39-24,8.6,82.0,55.2,280,276246685787227
2025-10-24_09-39-49,11.4,82.2,55.2,280,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-38-38,20.6,82.4,55.2,279,276246685787227
2025-10-24_09-39-01,9.0,82.2,55.2,281,276246685787227
2025-10-24_09-39-24,8.6,82.0,55.2,280,276246685787227
2025-10-24_09-39-49,11.4,82.2,55.2,280,276246685787227
2025-10-24_09-40-12,9.0,82.0,55.2,279,276246685787227
2025-10-24_09-35-38,4.2,78.8,55.2,275,276246685787227
2025-10-24_09-35-58,10.6,78.5,55.2,276,276246685787227
2025-10-24_09-36-17,6.3,78.5,55.2,278,276246685787227
2025-10-24_09-36-36,6.7,78.2,55.2,278,276246685787227
2025-10-24_09-36-55,11.0,78.6,55.2,279,276246685787227
2025-10-24_09-37-14,8.6,78.2,55.2,278,276246685787227
2025-10-24_09-37-34,24.3,81.5,55.2,278,276246685787227
2025-10-24_09-37-59,11.9,81.5,55.2,276,276246685787227
2025-10-24_09-38-18,14.9,81.3,55.2,273,276246685787227
2025-10-24_09-38-38,20.6,82.4,55.2,279,276246685787227
2025-10-24_09-39-01,9.0,82.2,55.2,281,276246685787227
2025-10-24_09-39-24,8.6,82.0,55.2,280,276246685787227
2025-10-24_09-39-49,11.4,82.2,55.2,280,276246685787227
2025-10-24_09-40-12,9.0,82.0,55.2,279,276246685787227
2025-10-24_09-40-35,5.8,82.0,55.2,279,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-43-38,8.2,81.4,55.2,276,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-43-38,8.2,81.4,55.2,276,276246685787227
2025-10-24_09-43-58,11.5,81.2,55.2,276,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-43-38,8.2,81.4,55.2,276,276246685787227
2025-10-24_09-43-58,11.5,81.2,55.2,276,276246685787227
2025-10-24_09-44-21,12.4,81.0,55.2,276,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-43-38,8.2,81.4,55.2,276,276246685787227
2025-10-24_09-43-58,11.5,81.2,55.2,276,276246685787227
2025-10-24_09-44-21,12.4,81.0,55.2,276,276246685787227
2025-10-24_09-44-44,17.7,81.0,55.2,276,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-43-38,8.2,81.4,55.2,276,276246685787227
2025-10-24_09-43-58,11.5,81.2,55.2,276,276246685787227
2025-10-24_09-44-21,12.4,81.0,55.2,276,276246685787227
2025-10-24_09-44-44,17.7,81.0,55.2,276,276246685787227
2025-10-24_09-45-06,12.1,81.2,55.2,276,276246685787227
2025-10-24_09-40-58,6.1,81.9,55.2,279,276246685787227
2025-10-24_09-41-22,10.9,81.8,55.2,279,276246685787227
2025-10-24_09-41-45,12.9,82.0,55.2,278,276246685787227
2025-10-24_09-42-04,8.6,81.9,55.2,276,276246685787227
2025-10-24_09-42-22,6.6,81.5,55.2,277,276246685787227
2025-10-24_09-42-41,14.0,81.7,55.2,278,276246685787227
2025-10-24_09-43-00,10.9,81.5,55.2,278,276246685787227
2025-10-24_09-43-19,5.2,81.3,55.2,278,276246685787227
2025-10-24_09-43-38,8.2,81.4,55.2,276,276246685787227
2025-10-24_09-43-58,11.5,81.2,55.2,276,276246685787227
2025-10-24_09-44-21,12.4,81.0,55.2,276,276246685787227
2025-10-24_09-44-44,17.7,81.0,55.2,276,276246685787227
2025-10-24_09-45-06,12.1,81.2,55.2,276,276246685787227
2025-10-24_09-45-27,9.6,80.9,55.2,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-50-36,13.4,81.8,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-50-36,13.4,81.8,55.3,276,276246685787227
2025-10-24_09-50-55,13.6,81.7,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-50-36,13.4,81.8,55.3,276,276246685787227
2025-10-24_09-50-55,13.6,81.7,55.3,276,276246685787227
2025-10-24_09-51-14,13.4,81.1,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-50-36,13.4,81.8,55.3,276,276246685787227
2025-10-24_09-50-55,13.6,81.7,55.3,276,276246685787227
2025-10-24_09-51-14,13.4,81.1,55.3,276,276246685787227
2025-10-24_09-51-33,9.1,81.0,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-50-36,13.4,81.8,55.3,276,276246685787227
2025-10-24_09-50-55,13.6,81.7,55.3,276,276246685787227
2025-10-24_09-51-14,13.4,81.1,55.3,276,276246685787227
2025-10-24_09-51-33,9.1,81.0,55.3,276,276246685787227
2025-10-24_09-51-52,9.0,81.3,55.3,276,276246685787227
2025-10-24_09-47-29,2.4,80.2,55.2,280,276246685787227
2025-10-24_09-47-48,11.0,80.7,55.2,277,276246685787227
2025-10-24_09-48-12,14.6,80.6,55.2,279,276246685787227
2025-10-24_09-48-37,26.3,80.2,55.3,277,276246685787227
2025-10-24_09-49-00,24.9,81.4,55.3,276,276246685787227
2025-10-24_09-49-29,17.0,82.8,55.3,276,276246685787227
2025-10-24_09-49-52,8.7,82.6,55.3,274,276246685787227
2025-10-24_09-50-17,16.1,81.9,55.3,276,276246685787227
2025-10-24_09-50-36,13.4,81.8,55.3,276,276246685787227
2025-10-24_09-50-55,13.6,81.7,55.3,276,276246685787227
2025-10-24_09-51-14,13.4,81.1,55.3,276,276246685787227
2025-10-24_09-51-33,9.1,81.0,55.3,276,276246685787227
2025-10-24_09-51-52,9.0,81.3,55.3,276,276246685787227
2025-10-24_09-52-11,11.1,81.7,55.3,279,276246685787227
2025-10-24_09-52-34,27.6,82.1,55.4,279,276246685787227
2025-10-24_09-52-34,27.6,82.1,55.4,279,276246685787227
2025-10-24_09-53-00,18.6,82.5,55.5,274,276246685787227
